"Points:0","Points:1","Points:2","U:0","U:1","U:2"
0.22,-0.090862,-0.045324,8.0047,-0.36252,-0.37063
0.22,-0.075713,-0.030237,7.2059,-0.088803,-0.075382
0.22,-0.060574,-0.015126,5.0156,0.41644,-0.2495
0.22,-0.045436,2.4691e-06,3.5957,0.66386,-0.58521
0.22,-0.030291,0.015143,2.302,0.12522,-0.40307
0.22,0.41989,-0.6,8.0356,0.0033236,-0.00043923
0.22,0.4499,-0.56997,8.0348,0.0029126,-0.00079856
0.22,0.47991,-0.53995,8.0343,0.0024793,-0.0014656
0.22,0.50993,-0.50993,8.0342,0.0020003,-0.0020328
0.22,0.53995,-0.47991,8.0343,0.0014439,-0.0025244
0.22,0.56997,-0.4499,8.0348,0.00078419,-0.0029733
0.22,0.6,-0.41989,8.0357,0.00042795,-0.0034065
0.22,0.26981,0.4798,8.0464,0.0049998,0.0053869
0.22,0.29979,0.44978,8.0466,0.0055007,0.0061316
0.22,0.32977,0.41976,8.0469,0.0059326,0.0065959
0.22,0.35976,0.38976,8.047,0.0062739,0.0067949
0.22,0.38976,0.35976,8.0471,0.0064619,0.0067531
0.22,0.41976,0.32977,8.0469,0.0064075,0.0064782
0.22,0.44978,0.29979,8.0467,0.0060816,0.0060382
0.22,0.47981,0.26981,8.0464,0.0054488,0.0054935
0.22,0.50984,0.23984,8.0462,0.0045027,0.0049081
0.22,0.53989,0.20986,8.0462,0.0032683,0.0043316
0.22,0.56994,0.17988,8.0466,0.0017535,0.0037629
0.22,0.6,0.1499,8.0474,0.0009247,0.0032092
0.22,-0.029896,0.23943,8.1417,0.014355,0.009593
0.22,-0.029897,0.2694,8.1202,0.0047884,0.012461
0.22,-2.1463e-06,0.29943,8.1064,0.0028002,0.01204
0.22,0.029918,0.32944,8.0938,0.001988,0.012606
0.22,0.059865,0.35949,8.0825,0.002374,0.013215
0.22,0.089838,0.38955,8.0725,0.0030706,0.012184
0.22,0.11983,0.41962,8.0642,0.003652,0.010536
0.22,-0.029923,0.20949,8.1501,0.019005,0.0064712
0.22,-0.030607,0.23843,8.1418,0.014469,0.009879
0.22,-0.029897,0.23871,8.1419,0.014468,0.009566
0.22,-0.030622,0.20992,8.1497,0.018766,0.0070394
0.22,-0.014977,0.20962,8.1543,0.020936,-0.0054031
0.22,-0.014999,0.1947,8.1691,0.035689,-0.022915
0.22,-0.029954,0.19449,8.1672,0.041073,-0.0054798
0.22,-8.9709e-06,0.18003,8.1801,0.033944,-0.055964
0.22,0.14983,0.44969,8.0574,0.0040168,0.0086038
0.22,0.17984,0.47976,8.052,0.0041846,0.0066104
0.22,-1.2475e-05,0.165,8.1925,0.048252,-0.095278
0.22,1.7892e-06,0.15036,8.2016,0.026911,-0.15893
0.22,0.20984,0.50983,8.0479,0.004237,0.0046941
0.22,0.23984,0.50984,8.0462,0.0044874,0.0043847
0.22,1.1792e-05,0.13563,8.2101,-0.016946,-0.22999
0.22,1.1454e-05,0.12081,7.8716,-0.0063502,-0.36086
0.22,8.2238e-06,0.10585,7.4874,-0.038345,-0.41695
0.22,5.4639e-06,0.090799,7.17,-0.15231,-0.45138
0.22,3.7555e-06,0.075694,6.2796,-0.26218,-0.63437
0.22,-0.015135,0.045429,3.3104,-0.58819,-0.47576
0.22,-0.015127,0.060567,4.9808,-0.31637,-0.44849
0.22,-0.030283,0.030282,2.4938,-0.25747,-0.22568
0.22,-0.1199,-0.56993,8.0485,-0.0029705,-0.0017489
0.22,-0.14987,-0.53987,8.0486,-0.0035613,-0.0033268
0.22,-0.17984,-0.50982,8.0491,-0.0041756,-0.0047062
0.22,-0.20981,-0.47977,8.0498,-0.0048179,-0.0058595
0.22,-0.23977,-0.44974,8.0506,-0.0054707,-0.0067559
0.22,-0.26974,-0.41971,8.0514,-0.0061465,-0.0074044
0.22,-0.29971,-0.38969,8.052,-0.0067616,-0.007736
0.22,-0.32969,-0.35969,8.0524,-0.0072921,-0.0077854
0.22,-0.35968,-0.3297,8.0523,-0.0076418,-0.007536
0.22,-0.38968,-0.29972,8.052,-0.0077493,-0.0070425
0.22,-0.4197,-0.26975,8.0513,-0.0075517,-0.0063705
0.22,-0.089922,-0.6,8.049,-0.0023956,-0.00091206
0.22,-0.35947,-0.11975,8.077,-0.014097,-0.0045833
0.22,-0.3294,-0.089765,8.089,-0.015805,-0.0028838
0.22,-0.29937,-0.059812,8.1033,-0.016119,0.00074464
0.22,-0.23942,-0.029908,8.1407,-0.0059972,0.016515
0.22,-0.26939,-0.029901,8.1196,-0.010836,0.005996
0.22,-0.21009,-0.00070425,8.1494,0.0087204,0.015772
0.22,-0.20992,-0.029248,8.1478,-0.0043889,0.021623
0.22,-0.23843,-0.029193,8.1409,-0.0056308,0.016603
0.22,-0.21005,-0.014989,8.1522,0.0079633,0.023131
0.22,-0.20948,-0.029954,8.148,-0.0044894,0.021868
0.22,-0.19448,-0.03,8.1643,0.0086519,0.044552
0.22,-0.38955,-0.14976,8.0671,-0.011963,-0.0052557
0.22,-0.1794,-0.030078,8.1739,0.017066,0.072958
0.22,-0.41963,-0.17977,8.0591,-0.009734,-0.0054155
0.22,-0.16253,-0.028486,8.1888,0.022986,0.11271
0.22,-0.15078,-0.030331,8.2081,0.030967,0.15241
0.22,-0.44973,-0.23978,8.0506,-0.0070146,-0.00559
0.22,-0.44971,-0.20979,8.0528,-0.0076139,-0.0052956
0.22,-0.12117,-0.030284,8.1513,0.19064,0.151
0.22,-0.13623,-0.030338,8.2637,0.091959,0.21836
0.22,-0.10602,-0.030246,7.9859,0.10246,-0.16029
0.22,-0.090862,-0.030234,7.9593,-0.055684,-0.24645
0.22,-0.075705,-0.015122,6.8464,0.31695,-0.054546
0.22,-0.060572,1.1974e-06,4.947,0.74175,-0.39301
0.22,-0.045433,0.015136,3.6093,0.4386,-0.42765
0.22,0.4499,-0.6,8.0347,0.0028813,-0.00040041
0.22,0.47992,-0.56997,8.034,0.0024028,-0.00073737
0.22,0.50993,-0.53995,8.0336,0.0019012,-0.0013744
0.22,0.53995,-0.50993,8.0336,0.0013531,-0.0019349
0.22,0.56997,-0.47992,8.034,0.00072658,-0.0024474
0.22,0.6,-0.4499,8.0347,0.00039312,-0.0029438
0.22,0.26983,0.50985,8.0445,0.0046161,0.0040605
0.22,0.29982,0.47982,8.0445,0.005009,0.004953
0.22,0.3298,0.4498,8.0446,0.005358,0.0055882
0.22,0.35979,0.41979,8.0447,0.0056225,0.005976
0.22,0.38979,0.38978,8.0447,0.0057723,0.0061303
0.22,0.41979,0.35979,8.0447,0.0057433,0.0060718
0.22,0.4498,0.3298,8.0446,0.0054675,0.0058253
0.22,0.47982,0.29982,8.0445,0.0049381,0.0054681
0.22,0.50985,0.26983,8.0445,0.0041174,0.0050432
0.22,0.53989,0.23985,8.0447,0.0030139,0.0045964
0.22,0.56994,0.20987,8.0452,0.001637,0.0041519
0.22,0.6,0.17988,8.0462,0.00087487,0.003705
0.22,-0.059746,0.2393,8.1383,0.0081126,0.018218
0.22,-0.059777,0.26933,8.1177,0.0010711,0.01728
0.22,-0.029908,0.29941,8.106,0.0020797,0.014768
0.22,-1.8203e-06,0.32945,8.0943,0.0014853,0.01329
0.22,0.029931,0.35949,8.0838,0.0016423,0.013185
0.22,0.059888,0.38955,8.0742,0.0022136,0.012342
0.22,0.089865,0.41961,8.0659,0.0028529,0.010799
0.22,0.11985,0.44968,8.0592,0.0033516,0.0089296
0.22,-0.060456,0.23831,8.1384,0.007941,0.018315
0.22,-0.059745,0.23787,8.1387,0.0083147,0.018257
0.22,-0.044841,0.20939,8.1511,0.019654,0.014369
0.22,-0.044857,0.19437,8.1649,0.03496,0.012242
0.22,-0.059728,0.20931,8.1455,0.01218,0.018909
0.22,-0.059737,0.19438,8.1614,0.021879,0.025288
0.22,-0.01504,0.17982,8.18,0.059184,-0.044833
0.22,-0.030012,0.17941,8.1784,0.068836,-0.013417
0.22,0.14985,0.47975,8.0537,0.0036754,0.0069409
0.22,0.17986,0.50982,8.0494,0.0038718,0.0049805
0.22,-0.015077,0.15035,8.2059,0.093217,-0.12139
0.22,-0.01454,0.16436,8.1936,0.092477,-0.074292
0.22,0.20986,0.53988,8.0462,0.0039977,0.0031385
0.22,0.23985,0.53989,8.0447,0.0042336,0.0029309
0.22,-0.015097,0.12091,8.0549,0.083931,-0.36362
0.22,-0.015088,0.13576,8.2402,0.090013,-0.20821
0.22,-0.015111,0.090819,7.7779,-0.12956,-0.27153
0.22,-0.015104,0.1059,7.8709,-0.0537,-0.3629
0.22,-0.015119,0.075699,6.8231,-0.097772,-0.33578
0.22,-0.03027,0.04542,3.3464,-0.35742,-0.1484
0.22,-0.030253,0.06056,5.1693,-0.17368,-0.03121
0.22,-0.045423,0.030269,3.8273,0.0060566,-0.15529
0.22,-0.1199,-0.6,8.0481,-0.0029332,-0.00087585
0.22,-0.14988,-0.56993,8.0474,-0.0034365,-0.0016701
0.22,-0.17986,-0.53988,8.0473,-0.0039541,-0.0031562
0.22,-0.20983,-0.50983,8.0475,-0.0044862,-0.00443
0.22,-0.2398,-0.47979,8.0479,-0.0050233,-0.0054636
0.22,-0.26977,-0.44976,8.0484,-0.0055802,-0.0062604
0.22,-0.29975,-0.41973,8.0489,-0.0060991,-0.0067806
0.22,-0.32972,-0.38972,8.0492,-0.0065408,-0.0070248
0.22,-0.35971,-0.35973,8.0493,-0.0068647,-0.0070107
0.22,-0.38971,-0.32974,8.0492,-0.0069788,-0.0067454
0.22,-0.41972,-0.29976,8.0488,-0.0068373,-0.0062942
0.22,-0.44975,-0.26978,8.0484,-0.0064126,-0.0057115
0.22,-0.38954,-0.11979,8.0697,-0.01253,-0.0041094
0.22,-0.35947,-0.089805,8.0797,-0.014388,-0.0028784
0.22,-0.32942,-0.059842,8.0916,-0.015246,-0.00054069
0.22,-0.2994,-0.029909,8.1054,-0.013756,0.0031547
0.22,-0.23949,-1.577e-06,8.1418,0.0037815,0.011388
0.22,-0.26943,-1.8615e-06,8.1199,-0.0054588,0.0058103
0.22,-0.20992,0.029241,8.1482,0.013366,0.0041447
0.22,-0.21009,0.00070181,8.1494,0.0091105,0.015208
0.22,-0.2385,0.00071337,8.1419,0.0040654,0.011156
0.22,-0.21005,0.014984,8.1519,0.017561,0.0099225
0.22,-0.20962,-0.014989,8.1525,0.0084542,0.023406
0.22,-0.19469,-0.01501,8.166,0.026813,0.038785
0.22,-0.20966,-1.141e-06,8.1496,0.009301,0.015621
0.22,-0.1948,-4.6748e-07,8.1663,0.036363,0.025745
0.22,-0.41961,-0.1498,8.0615,-0.010359,-0.0046573
0.22,-0.17982,-0.015039,8.1756,0.048882,0.062519
0.22,-0.44969,-0.17981,8.0549,-0.0081837,-0.0048198
0.22,-0.16436,-0.014509,8.1888,0.07909,0.096569
0.22,-0.15033,-0.01512,8.1989,0.12786,0.10127
0.22,-0.47978,-0.23981,8.0478,-0.005669,-0.0050537
0.22,-0.47976,-0.20982,8.0497,-0.006139,-0.0047807
0.22,-0.13573,-0.01515,8.2298,0.21434,0.10333
0.22,-0.12089,-0.015142,8.0471,0.37014,0.096972
0.22,-0.1059,-0.015129,7.8611,0.37012,-0.040685
0.22,-0.090821,-0.015123,7.772,0.27106,-0.10802
0.22,-0.075698,-1.846e-07,6.3191,0.63116,-0.19705
0.22,-0.060571,0.015129,4.7011,0.64908,-0.42833
0.22,0.47992,-0.6,8.0338,0.0023794,-0.00036892
0.22,0.50994,-0.56998,8.0333,0.0018442,-0.00069272
0.22,0.53995,-0.53995,8.0331,0.0012872,-0.0013094
0.22,0.56997,-0.50994,8.0333,0.00068187,-0.0018766
0.22,0.6,-0.47992,8.0339,0.00036415,-0.0024233
0.22,0.26985,0.5399,8.0431,0.0043562,0.0027178
0.22,0.29983,0.50986,8.0428,0.0046227,0.0037387
0.22,0.32982,0.47984,8.0427,0.0048884,0.00453
0.22,0.35981,0.44982,8.0426,0.0050857,0.0050763
0.22,0.38981,0.41981,8.0426,0.0051811,0.0054087
0.22,0.41981,0.38981,8.0426,0.0051474,0.0055385
0.22,0.44982,0.35981,8.0426,0.0049139,0.0054811
0.22,0.47984,0.32982,8.0427,0.0044509,0.0052961
0.22,0.50986,0.29983,8.0428,0.003741,0.0050366
0.22,0.5399,0.26985,8.0432,0.0027616,0.0047345
0.22,0.56994,0.23986,8.0438,0.0015089,0.0044128
0.22,0.6,0.20987,8.0449,0.00081919,0.004091
0.22,-0.089651,0.26925,8.1134,-0.0038406,0.019125
0.22,-0.089564,0.23915,8.1326,-0.0030685,0.021
0.22,-0.059811,0.29937,8.104,-0.00041404,0.01723
0.22,-0.029921,0.32944,8.0939,0.00050011,0.015059
0.22,-1.3732e-06,0.3595,8.0842,0.00090278,0.013618
0.22,0.029943,0.38955,8.0752,0.0013831,0.012518
0.22,0.059907,0.41961,8.0673,0.0020216,0.011007
0.22,0.089886,0.44967,8.0606,0.0026103,0.0091934
0.22,0.11988,0.47974,8.0552,0.0030685,0.0072163
0.22,-0.089433,0.209,8.1404,-0.0049697,0.023093
0.22,-0.090198,0.23834,8.1326,-0.0033422,0.020966
0.22,-0.090058,0.20963,8.1401,-0.0051304,0.022964
0.22,-0.07457,0.20915,8.1448,0.0029852,0.02384
0.22,-0.074526,0.19414,8.1578,0.0066152,0.033044
0.22,-0.089327,0.19388,8.1501,-0.0076675,0.028812
0.22,-0.044882,0.17928,8.176,0.056396,0.018852
0.22,-0.059785,0.17961,8.1711,0.035443,0.036715
0.22,-0.028398,0.16254,8.1944,0.1075,-0.019298
0.22,0.14987,0.50981,8.0509,0.0033989,0.0052309
0.22,0.17987,0.53988,8.0476,0.0036508,0.0033292
0.22,-0.030097,0.15087,8.2147,0.14474,-0.028891
0.22,0.23986,0.56994,8.0437,0.0040753,0.0014632
0.22,0.20987,0.56994,8.0452,0.0038482,0.0015657
0.22,-0.030152,0.1363,8.2744,0.20865,-0.093222
0.22,-0.030184,0.1212,8.1693,0.14193,-0.19635
0.22,-0.030202,0.10602,8.008,-0.17057,-0.10858
0.22,-0.030218,0.090858,7.9735,-0.25952,0.051841
0.22,-0.030235,0.075704,7.1523,-0.10218,0.075308
0.22,-0.045406,0.045401,4.7081,-0.20168,0.03824
0.22,-0.045378,0.060535,6.2892,-0.14698,0.16993
0.22,-0.060565,0.030252,5.0477,0.19167,-0.29516
0.22,-0.14988,-0.6,8.047,-0.0033932,-0.00083472
0.22,-0.17987,-0.56994,8.0462,-0.0038151,-0.0015819
0.22,-0.20984,-0.53988,8.0458,-0.0042467,-0.0029701
0.22,-0.23982,-0.50984,8.0458,-0.0046793,-0.0041319
0.22,-0.2698,-0.4798,8.046,-0.0051167,-0.0050638
0.22,-0.29978,-0.44978,8.0463,-0.0055426,-0.0057488
0.22,-0.32976,-0.41976,8.0465,-0.0059003,-0.0061706
0.22,-0.35975,-0.38975,8.0466,-0.0061706,-0.0063555
0.22,-0.38974,-0.35976,8.0466,-0.0062794,-0.0062991
0.22,-0.41975,-0.32977,8.0465,-0.0061793,-0.0060599
0.22,-0.44977,-0.29979,8.0462,-0.005824,-0.0056648
0.22,-0.47979,-0.26981,8.0459,-0.0052012,-0.0051817
0.22,-0.4196,-0.11983,8.0636,-0.010834,-0.0037026
0.22,-0.38953,-0.089838,8.0719,-0.012833,-0.0027723
0.22,-0.35947,-0.059867,8.0819,-0.014202,-0.0010814
0.22,-0.32944,-0.029922,8.0933,-0.013984,0.0015114
0.22,-0.29942,-2.0514e-06,8.1054,-0.0095918,0.0037596
0.22,-0.23942,0.029903,8.1402,0.0069242,0.0026228
0.22,-0.2694,0.029897,8.1188,-0.0030259,0.0036622
0.22,-0.20974,0.059056,8.1438,0.0094653,-0.0056071
0.22,-0.20991,0.030647,8.1481,0.013302,0.0036619
0.22,-0.23843,0.030619,8.1403,0.0069812,0.0023574
0.22,-0.20982,0.044874,8.1493,0.015581,-0.0023953
0.22,-0.20962,0.014985,8.1523,0.018129,0.010065
0.22,-0.19469,0.015005,8.1657,0.04008,0.013848
0.22,-0.20948,0.029946,8.1484,0.013746,0.0039394
0.22,-0.19448,0.029987,8.1639,0.041757,0.0015415
0.22,-0.18002,1.4301e-06,8.176,0.060723,0.037497
0.22,-0.44968,-0.14983,8.0569,-0.0086845,-0.0041615
0.22,-0.47975,-0.17983,8.0516,-0.0065793,-0.0043484
0.22,-0.165,4.221e-06,8.1871,0.10048,0.051084
0.22,-0.15035,4.0136e-06,8.1934,0.16556,0.032278
0.22,-0.50983,-0.23983,8.0457,-0.0042789,-0.0046488
0.22,-0.50982,-0.20984,8.0474,-0.0046269,-0.0043914
0.22,-0.12081,-8.0052e-07,7.8744,0.37657,0.003148
0.22,-0.13562,1.8185e-06,8.1995,0.23982,-0.0063784
0.22,-0.10585,-1.8344e-06,7.5075,0.43813,-0.021632
0.22,-0.0908,-1.3553e-06,7.2038,0.46322,-0.10921
0.22,-0.075703,0.015122,5.5666,0.62974,-0.3954
0.22,0.50994,-0.6,8.0332,0.0018265,-0.00034701
0.22,0.53996,-0.56998,8.0328,0.0012488,-0.0006606
0.22,0.56998,-0.53996,8.0328,0.00064937,-0.0012707
0.22,0.6,-0.50994,8.0332,0.00034132,-0.0018574
0.22,0.26986,0.56995,8.0423,0.0041996,0.0013631
0.22,0.29985,0.53991,8.0416,0.0043622,0.0025058
0.22,0.32984,0.50988,8.0412,0.0045207,0.0034286
0.22,0.35983,0.47985,8.041,0.0046452,0.0041224
0.22,0.38983,0.44984,8.0409,0.0046945,0.0046096
0.22,0.41983,0.41983,8.0408,0.0046276,0.0049024
0.22,0.44984,0.38983,8.0409,0.0044223,0.0050264
0.22,0.47985,0.35983,8.041,0.0040087,0.0049999
0.22,0.50988,0.32984,8.0412,0.003379,0.0048941
0.22,0.53991,0.29985,8.0416,0.0025142,0.0047411
0.22,0.56995,0.26986,8.0424,0.0013825,0.0045479
0.22,0.6,0.23987,8.0435,0.00075254,0.00435
0.22,-0.11942,0.23906,8.1249,-0.009756,0.019302
0.22,-0.11955,0.2692,8.1079,-0.0079665,0.0182
0.22,-0.089716,0.29933,8.1007,-0.0038049,0.017888
0.22,-0.059842,0.32943,8.0922,-0.0014346,0.016141
0.22,-0.029934,0.35949,8.0837,-0.00022669,0.014483
0.22,-9.0803e-07,0.38955,8.0756,0.00051644,0.012843
0.22,0.029952,0.41961,8.0681,0.0011616,0.011173
0.22,0.059921,0.44967,8.0617,0.0018162,0.0094015
0.22,0.089903,0.47974,8.0564,0.0023849,0.007445
0.22,0.11989,0.50981,8.0522,0.002838,0.0054466
0.22,-0.11925,0.20885,8.1384,-0.013107,0.019856
0.22,-0.14919,0.20895,8.1306,-0.016963,0.013557
0.22,-0.14935,0.23909,8.1134,-0.012867,0.015809
0.22,-0.11837,0.20797,8.1387,-0.013018,0.020058
0.22,-0.089958,0.20812,8.1406,-0.0052057,0.023162
0.22,-0.074452,0.17914,8.1672,0.011607,0.040578
0.22,-0.089041,0.17857,8.1563,-0.010171,0.028345
0.22,-0.040784,0.16,8.1885,0.079596,0.026664
0.22,-0.059918,0.16538,8.1814,0.043866,0.055758
0.22,0.14988,0.53987,8.0489,0.0032049,0.0034967
0.22,0.17988,0.56994,8.0465,0.003513,0.001662
0.22,-0.048966,0.15742,8.2114,0.12807,0.052532
0.22,0.20987,0.6,8.0448,0.0037942,0.00077619
0.22,0.23987,0.6,8.0434,0.0040169,0.00072666
0.22,-0.045224,0.12149,8.1478,0.066957,0.14297
0.22,-0.045151,0.13732,8.2602,0.22021,0.080372
0.22,-0.045311,0.090852,8.0152,-0.38658,0.36102
0.22,-0.045272,0.10608,8.0045,-0.33264,0.28399
0.22,-0.045345,0.07568,7.6182,-0.17498,0.30627
0.22,-0.060542,0.045373,6.1011,-0.18273,-0.099513
0.22,-0.060502,0.060491,7.1217,-0.15919,0.016498
0.22,-0.075709,0.030237,5.5199,0.28472,-0.50599
0.22,-0.17987,-0.6,8.0458,-0.003765,-0.00078934
0.22,-0.20985,-0.56994,8.0448,-0.0040972,-0.0014889
0.22,-0.23984,-0.53989,8.0443,-0.0044323,-0.0027724
0.22,-0.26982,-0.50985,8.0441,-0.0047597,-0.0038273
0.22,-0.2998,-0.47982,8.0441,-0.0050871,-0.0046603
0.22,-0.32979,-0.4498,8.0442,-0.0053664,-0.0052437
0.22,-0.35977,-0.41978,8.0443,-0.005569,-0.0055992
0.22,-0.38977,-0.38978,8.0443,-0.0056594,-0.0057393
0.22,-0.41977,-0.35978,8.0442,-0.0055731,-0.0056815
0.22,-0.44979,-0.3298,8.0441,-0.0052735,-0.0054717
0.22,-0.47981,-0.29981,8.044,-0.0047358,-0.0051549
0.22,-0.50984,-0.26983,8.044,-0.0039307,-0.0047742
0.22,-0.44967,-0.11985,8.0587,-0.0090725,-0.0033474
0.22,-0.4196,-0.089864,8.0654,-0.011115,-0.0026058
0.22,-0.38954,-0.059889,8.0736,-0.012792,-0.0013502
0.22,-0.35948,-0.029934,8.0832,-0.013589,0.00054845
0.22,-0.32945,-2.0858e-06,8.0936,-0.011522,0.0024087
0.22,-0.29941,0.029905,8.1048,-0.0084818,0.0029536
0.22,-0.2393,0.059758,8.1361,0.0048681,-0.0042341
0.22,-0.26933,0.059779,8.1171,-0.0050554,0.0018207
0.22,-0.20943,0.088761,8.1401,-0.00026544,-0.011241
0.22,-0.20973,0.060463,8.1435,0.0093487,-0.0059624
0.22,-0.2383,0.060471,8.1361,0.0049043,-0.0044808
0.22,-0.20958,0.074606,8.1428,0.0073791,-0.0089925
0.22,-0.20938,0.044875,8.1497,0.016094,-0.0024314
0.22,-0.19437,0.044904,8.1618,0.037193,-0.0090429
0.22,-0.20931,0.05976,8.1439,0.0096567,-0.0058607
0.22,-0.19437,0.059781,8.1593,0.028229,-0.014702
0.22,-0.17982,0.015033,8.1753,0.065263,0.01577
0.22,-0.1794,0.030059,8.1737,0.064489,-0.005485
0.22,-0.47974,-0.14985,8.0532,-0.0069658,-0.0037652
0.22,-0.50981,-0.17985,8.049,-0.0049497,-0.003993
0.22,-0.16436,0.014501,8.1863,0.10144,0.013401
0.22,-0.15033,0.01513,8.1892,0.15393,-0.017907
0.22,-0.53989,-0.23985,8.0442,-0.0028669,-0.0043668
0.22,-0.53988,-0.20985,8.0457,-0.0030936,-0.0041187
0.22,-0.13573,0.015157,8.1854,0.20163,-0.083979
0.22,-0.1209,0.015141,7.9302,0.28601,-0.10412
0.22,-0.1059,0.015125,7.3375,0.37738,-0.11212
0.22,-0.09082,0.01512,6.5045,0.46752,-0.25904
0.22,0.53996,-0.6,8.0327,0.0012363,-0.00033119
0.22,0.56998,-0.56998,8.0325,0.00062984,-0.00064093
0.22,0.6,-0.53996,8.0327,0.00032533,-0.001258
0.22,0.26986,0.6,8.042,0.0041434,0.00068162
0.22,0.29986,0.56995,8.0409,0.0042101,0.0012598
0.22,0.32985,0.53992,8.0401,0.0042665,0.0023008
0.22,0.35985,0.50989,8.0397,0.0043032,0.0031262
0.22,0.38985,0.47987,8.0394,0.0042974,0.003754
0.22,0.41985,0.44985,8.0393,0.0041986,0.0041916
0.22,0.44985,0.41985,8.0393,0.0039875,0.0044663
0.22,0.47987,0.38985,8.0394,0.0036184,0.004602
0.22,0.50989,0.35985,8.0397,0.0030506,0.0046358
0.22,0.53992,0.32985,8.0402,0.0022714,0.004617
0.22,0.56995,0.29986,8.0409,0.0012623,0.0045611
0.22,0.6,0.26986,8.0421,0.0006867,0.0044817
0.22,-0.14948,0.26922,8.1017,-0.010612,0.016336
0.22,-0.11963,0.29931,8.0963,-0.0068574,0.01731
0.22,-0.089766,0.32941,8.0896,-0.0038179,0.016502
0.22,-0.059868,0.35948,8.0823,-0.0018326,0.014948
0.22,-0.029944,0.38955,8.0751,-0.00059574,0.013211
0.22,-4.8155e-07,0.41961,8.0684,0.00024793,0.011374
0.22,0.02996,0.44967,8.0624,0.00097858,0.0095581
0.22,0.059933,0.47973,8.0573,0.001639,0.0076281
0.22,0.089915,0.5098,8.0533,0.0021996,0.0056245
0.22,0.1199,0.53987,8.0501,0.0026734,0.0036424
0.22,-0.14839,0.20814,8.131,-0.017012,0.013522
0.22,-0.11988,0.20806,8.1384,-0.013337,0.01954
0.22,-0.17918,0.20908,8.1163,-0.016029,0.010723
0.22,-0.17933,0.23917,8.1052,-0.013867,0.01348
0.22,-0.10391,0.17838,8.1521,-0.0204,0.024067
0.22,-0.10371,0.16315,8.1648,-0.030893,0.028351
0.22,-0.11898,0.17852,8.1465,-0.020323,0.017043
0.22,-0.11887,0.16337,8.1535,-0.027256,0.011375
0.22,-0.088519,0.16305,8.1731,-0.026111,0.047192
0.22,-0.074437,0.16423,8.1776,0.0041311,0.06433
0.22,-0.061208,0.15315,8.2004,0.06024,0.10055
0.22,0.14989,0.56993,8.0478,0.0030847,0.0017475
0.22,0.17988,0.6,8.0462,0.0034646,0.00082543
0.22,-0.060111,0.13644,8.2063,0.080879,0.20276
0.22,-0.060216,0.12108,8.0578,-0.11556,0.34827
0.22,-0.060324,0.10588,7.8727,-0.42933,0.42315
0.22,-0.060397,0.090743,7.7821,-0.34461,0.36198
0.22,-0.060451,0.075614,7.6254,-0.1007,0.17721
0.22,-0.075689,0.045342,6.2844,-0.081813,-0.44352
0.22,-0.075629,0.060439,7.124,-0.043207,-0.32476
0.22,-0.090859,0.03023,6.3406,0.27781,-0.43664
0.22,-0.20986,-0.6,8.0445,-0.0040448,-0.00074568
0.22,-0.23985,-0.56994,8.0434,-0.0042766,-0.001391
0.22,-0.26983,-0.5399,8.0428,-0.0045109,-0.0025708
0.22,-0.29982,-0.50986,8.0424,-0.0047324,-0.0035259
0.22,-0.32981,-0.47983,8.0423,-0.0049304,-0.0042578
0.22,-0.3598,-0.44982,8.0422,-0.0050678,-0.0047684
0.22,-0.38979,-0.41981,8.0422,-0.0051167,-0.0050756
0.22,-0.4198,-0.3898,8.0422,-0.0050295,-0.0051935
0.22,-0.44981,-0.35981,8.0422,-0.0047681,-0.0051531
0.22,-0.47983,-0.32982,8.0422,-0.0042937,-0.0049922
0.22,-0.50986,-0.29983,8.0424,-0.0035869,-0.0047622
0.22,-0.53989,-0.26984,8.0427,-0.0026352,-0.0044868
0.22,-0.47973,-0.11987,8.0547,-0.007275,-0.0030573
0.22,-0.44966,-0.089885,8.0601,-0.0093215,-0.0024205
0.22,-0.4196,-0.059907,8.0668,-0.01116,-0.0014325
0.22,-0.38954,-0.029945,8.0747,-0.012441,-2.1013e-05
0.22,-0.35949,-1.9878e-06,8.0837,-0.01248,0.0015569
0.22,-0.32944,0.029918,8.0931,-0.010596,0.0023332
0.22,-0.29937,0.059808,8.1036,-0.010216,0.0022096
0.22,-0.23914,0.089574,8.1316,-0.0011505,-0.0054722
0.22,-0.26925,0.089652,8.1132,-0.0085055,0.00079534
0.22,-0.20949,0.11848,8.1377,-0.0061914,-0.010822
0.22,-0.23833,0.090212,8.1316,-0.001271,-0.0054795
0.22,-0.23825,0.11862,8.125,-0.0072469,-0.0029781
0.22,-0.20962,0.090096,8.14,-0.00071494,-0.011089
0.22,-0.20899,0.089465,8.1403,-0.000511,-0.011381
0.22,-0.19385,0.089387,8.1504,0.0025455,-0.020803
0.22,-0.20914,0.074605,8.1432,0.0075484,-0.0090197
0.22,-0.19413,0.074572,8.1568,0.016472,-0.018667
0.22,-0.17928,0.04494,8.1715,0.053545,-0.020439
0.22,-0.17961,0.059835,8.1679,0.040042,-0.028177
0.22,-0.16254,0.028457,8.1847,0.098167,-0.014638
0.22,-0.5098,-0.14987,8.0505,-0.005232,-0.0034692
0.22,-0.53987,-0.17987,8.0472,-0.0033031,-0.003744
0.22,-0.15078,0.030399,8.1848,0.12939,-0.044528
0.22,-0.56994,-0.23986,8.0433,-0.0014346,-0.0041903
