"Points:0","Points:1","Points:2","U:0","U:1","U:2"
0.22,0.17984,-0.47976,8.0518,0.0042586,-0.0068722
0.22,0.14985,-0.47975,8.0535,0.003635,-0.0072695
0.22,-0.014486,-0.16436,8.1838,-0.017871,0.10375
0.22,-0.015115,-0.15032,8.1849,0.015832,0.15779
0.22,-5.8203e-06,-0.13561,8.1973,0.0089259,0.23523
0.22,-1.2715e-05,-0.12078,7.8642,-0.00099537,0.37235
0.22,0.01513,-0.10587,7.8581,0.038274,0.36149
0.22,0.030245,-0.090834,7.9483,0.22956,-0.056028
0.22,0.045361,-0.075666,7.5344,0.14071,-0.31583
0.22,0.060509,-0.060486,7.0242,0.17497,-0.087886
0.22,0.07569,-0.045344,6.231,0.10463,0.39283
0.22,0.090856,-0.030239,6.3007,-0.26965,0.43716
0.22,0.10589,-0.015139,7.304,-0.35796,0.1173
0.22,0.12081,-2.0409e-05,7.8647,-0.36475,0.0094707
0.22,0.13575,0.015102,8.2382,-0.21165,-0.09063
0.22,0.20982,-0.47978,8.05,0.0047353,-0.006428
0.22,0.23979,-0.44974,8.0509,0.0056041,-0.0073702
0.22,0.26975,-0.41971,8.0517,0.0064561,-0.0079501
0.22,0.29972,-0.3897,8.0523,0.007198,-0.0081715
0.22,0.3297,-0.3597,8.0526,0.0077512,-0.0080666
0.22,0.35969,-0.32971,8.0527,0.0080544,-0.0076895
0.22,0.38969,-0.29973,8.0524,0.0080624,-0.00713
0.22,0.41971,-0.26976,8.0518,0.0077327,-0.0064484
0.22,0.44974,-0.23979,8.051,0.0070887,-0.0057191
0.22,0.47977,-0.20982,8.0502,0.0061484,-0.004991
0.22,0.50982,-0.17986,8.0495,0.0049368,-0.004294
0.22,0.26922,0.14947,8.1018,0.018259,0.010781
0.22,0.29932,0.11963,8.0963,0.018882,0.0065836
0.22,0.32941,0.08976,8.0896,0.017719,0.0032684
0.22,0.35949,0.059864,8.0824,0.015804,0.0011719
0.22,0.38955,0.029941,8.0751,0.01373,-8.9275e-05
0.22,0.41961,-1.3823e-06,8.0684,0.011702,-0.00088246
0.22,0.44967,-0.029961,8.0625,0.0097469,-0.0015549
0.22,0.20907,0.17918,8.1165,0.013151,0.017238
0.22,0.23917,0.17932,8.1054,0.015475,0.014618
0.22,0.20812,0.14839,8.131,0.016788,0.018007
0.22,0.20803,0.11991,8.1395,0.02447,0.014249
0.22,0.16275,0.089044,8.1735,0.052971,0.02854
0.22,0.17829,0.10406,8.1528,0.029162,0.021379
0.22,0.16298,0.10398,8.1659,0.033806,0.033838
0.22,0.17846,0.11906,8.1459,0.019747,0.02188
0.22,0.16327,0.11902,8.1555,0.017451,0.030667
0.22,0.16421,0.074484,8.1779,0.071034,-0.0032191
0.22,0.1573,0.049263,8.2129,0.058895,-0.13078
0.22,0.15303,0.061563,8.2018,0.10844,-0.062142
0.22,0.13629,0.03022,8.277,-0.090448,-0.21186
0.22,0.47973,-0.059934,8.0574,0.0077268,-0.0021615
0.22,0.5098,-0.089915,8.0533,0.0056678,-0.0026756
0.22,0.53987,-0.1199,8.0502,0.0036547,-0.0031148
0.22,0.53987,-0.14988,8.049,0.0034918,-0.0036344
0.22,-0.08962,-0.26927,8.1127,-0.0022048,-0.008112
0.22,-0.089525,-0.23917,8.1305,0.0042383,0.00073739
0.22,-0.059792,-0.29938,8.1033,-0.0033649,-0.010266
0.22,-0.11857,-0.23828,8.1242,0.0015235,-0.0062224
0.22,-0.090014,-0.20966,8.1385,0.0099409,0.0010674
0.22,-0.09016,-0.23836,8.1305,0.0042267,0.00058883
0.22,-0.1184,-0.20954,8.1357,0.0098959,-0.0037892
0.22,-0.089384,-0.20903,8.1389,0.010215,0.0013049
0.22,-0.089276,-0.19392,8.1485,0.019452,0.0044417
0.22,-0.074542,-0.20918,8.1409,0.0072993,0.0079379
0.22,-0.074505,-0.19417,8.1552,0.017104,0.017405
0.22,-0.059812,-0.17962,8.1654,0.026802,0.041227
0.22,-0.04492,-0.17927,8.1691,0.018785,0.054067
0.22,-0.029909,-0.32945,8.0931,-0.003373,-0.011436
0.22,-0.02825,-0.16257,8.1812,0.012456,0.099373
0.22,7.1193e-06,-0.3595,8.0837,-0.0022059,-0.012992
0.22,0.029949,-0.38955,8.0747,-0.0004703,-0.012964
0.22,0.059911,-0.41961,8.0669,0.0010806,-0.011634
0.22,0.089889,-0.44968,8.0603,0.0021658,-0.0097191
0.22,0.11988,-0.47974,8.055,0.0028771,-0.0075841
0.22,0.17986,-0.50982,8.0493,0.0038922,-0.00516
0.22,0.14987,-0.50981,8.0507,0.0033283,-0.0054491
0.22,-0.03032,-0.15077,8.1798,0.043401,0.13186
0.22,-0.015176,-0.13571,8.1796,0.084882,0.20403
0.22,-0.015177,-0.12087,7.9198,0.10306,0.287
0.22,-1.3238e-05,-0.10582,7.496,0.019377,0.43108
0.22,0.015124,-0.090795,7.7651,0.10367,0.2681
0.22,0.030248,-0.075687,7.0686,0.06507,-0.077065
0.22,0.045386,-0.060526,6.1148,0.10833,-0.21103
0.22,0.060546,-0.04537,5.8978,0.19468,0.023026
0.22,0.075708,-0.030239,5.4438,-0.26207,0.48209
0.22,0.090817,-0.015128,6.4495,-0.4538,0.26935
0.22,0.10585,-1.376e-05,7.4922,-0.42118,0.031293
0.22,0.12091,0.015104,8.0528,-0.36732,-0.081693
0.22,0.20984,-0.50983,8.0477,0.0043311,-0.0048372
0.22,0.23982,-0.47979,8.0482,0.0050492,-0.0059475
0.22,0.26979,-0.44976,8.0487,0.0057552,-0.0067308
0.22,0.29976,-0.41974,8.0492,0.0064002,-0.0071905
0.22,0.32974,-0.38973,8.0495,0.0069091,-0.0073433
0.22,0.35973,-0.35973,8.0496,0.0072167,-0.0072189
0.22,0.38973,-0.32974,8.0496,0.0072843,-0.006888
0.22,0.41974,-0.29976,8.0493,0.007057,-0.0064007
0.22,0.44976,-0.26979,8.0488,0.0065372,-0.0058328
0.22,0.47979,-0.23982,8.0483,0.0057201,-0.0052283
0.22,0.50983,-0.20984,8.0479,0.0046357,-0.0046293
0.22,0.53988,-0.17987,8.0477,0.0033038,-0.0040543
0.22,0.26927,0.17944,8.0952,0.016118,0.012349
0.22,0.29933,0.14957,8.0914,0.017456,0.0089983
0.22,0.32941,0.1197,8.0862,0.017248,0.0057323
0.22,0.35948,0.089802,8.0803,0.015937,0.0031639
0.22,0.38955,0.059887,8.0741,0.014045,0.0014013
0.22,0.41961,0.029951,8.0681,0.012027,0.00021727
0.22,0.44967,-9.0419e-07,8.0627,0.0099673,-0.00065173
0.22,0.47973,-0.029966,8.058,0.0079158,-0.0013564
0.22,0.179,0.17902,8.1325,0.0064851,0.020507
0.22,0.1788,0.14903,8.144,0.011696,0.024843
0.22,0.20921,0.20921,8.1067,0.011221,0.01668
0.22,0.23927,0.20933,8.0973,0.013386,0.014849
0.22,0.17759,0.11961,8.1459,0.019195,0.02208
0.22,0.17847,0.11978,8.1457,0.019475,0.021796
0.22,0.14774,0.10399,8.1762,0.030289,0.052542
0.22,0.1418,0.084397,8.1828,0.061754,0.059275
0.22,0.14839,0.11907,8.1594,0.0078744,0.036421
0.22,0.14796,0.073049,8.1913,0.10322,0.019879
0.22,0.13728,0.045311,8.2643,0.087347,-0.22344
0.22,0.13642,0.060217,8.208,0.2141,-0.082177
0.22,0.1212,0.030212,8.1687,-0.1949,-0.14083
0.22,0.5098,-0.059942,8.0542,0.0058436,-0.0019746
0.22,0.53986,-0.089924,8.0511,0.0037965,-0.0025129
0.22,0.56993,-0.11991,8.0489,0.0018313,-0.0029981
0.22,0.56993,-0.14989,8.0478,0.0017493,-0.0035007
0.22,-0.11938,-0.23909,8.1239,0.0014035,-0.00645
0.22,-0.11951,-0.26922,8.1072,-0.0027719,-0.010802
0.22,-0.08969,-0.29935,8.1,-0.0034559,-0.010978
0.22,-0.059825,-0.32943,8.0917,-0.0035763,-0.011787
0.22,-0.14914,-0.20897,8.1292,0.0031394,-0.011528
0.22,-0.11919,-0.20889,8.1359,0.010214,-0.0038904
0.22,-0.14931,-0.23911,8.1126,-0.0028645,-0.01236
0.22,-0.10368,-0.17898,8.1495,0.02177,0.0018423
0.22,-0.089807,-0.19374,8.1483,0.019428,0.0041523
0.22,-0.089913,-0.20814,8.1391,0.010661,0.0011437
0.22,-0.089527,-0.17916,8.153,0.027009,0.010682
0.22,-0.088983,-0.17861,8.1535,0.027496,0.011349
0.22,-0.074447,-0.17916,8.1624,0.033468,0.029149
0.22,-0.059949,-0.16538,8.1722,0.045932,0.057482
0.22,-0.040813,-0.15991,8.1775,0.030114,0.080718
0.22,-0.029922,-0.3595,8.0833,-0.0027845,-0.012298
0.22,7.4606e-06,-0.38955,8.0751,-0.0015593,-0.012373
0.22,0.029958,-0.41961,8.0677,-0.00010216,-0.011426
0.22,0.059926,-0.44967,8.0614,0.0011163,-0.0097754
0.22,0.089906,-0.47974,8.0562,0.0020141,-0.0077802
0.22,0.11989,-0.50981,8.052,0.0026504,-0.0056796
0.22,0.17987,-0.53988,8.0475,0.0036399,-0.0034448
0.22,0.14989,-0.53987,8.0488,0.0031187,-0.0036355
0.22,-0.049794,-0.15715,8.1781,0.049437,0.094882
0.22,-0.030403,-0.1362,8.1742,0.11114,0.16088
0.22,-0.03035,-0.12113,8.0966,0.1653,0.18661
0.22,-0.01516,-0.10587,7.3306,0.10387,0.3767
0.22,-1.093e-05,-0.090774,7.189,0.10861,0.45353
0.22,0.015125,-0.075681,6.79,0.076353,0.32619
0.22,0.03026,-0.060547,5.0583,0.14417,0.028513
0.22,0.045409,-0.045394,4.4397,0.19528,-0.073029
0.22,0.060566,-0.03025,4.8279,-0.13662,0.26266
0.22,0.075701,-0.015125,5.4619,-0.59942,0.42213
0.22,0.090799,-7.495e-06,7.1645,-0.44936,0.1298
0.22,0.1059,0.015105,7.8708,-0.36907,0.049597
0.22,0.20986,-0.53988,8.046,0.0040478,-0.0032317
0.22,0.23984,-0.50984,8.046,0.0046269,-0.0044876
0.22,0.26981,-0.47981,8.0463,0.0052003,-0.0054497
0.22,0.29979,-0.44978,8.0465,0.00573,-0.0061081
0.22,0.32977,-0.41976,8.0468,0.0061785,-0.0064876
0.22,0.35976,-0.38976,8.0469,0.0064625,-0.0065898
0.22,0.38976,-0.35976,8.047,0.0065539,-0.0064792
0.22,0.41976,-0.32977,8.0469,0.0064005,-0.0061943
0.22,0.44978,-0.29979,8.0466,0.005979,-0.0057917
0.22,0.4798,-0.26981,8.0464,0.0052807,-0.0053311
0.22,0.50984,-0.23984,8.0462,0.0043135,-0.0048469
0.22,0.53988,-0.20986,8.0462,0.0031033,-0.0043727
0.22,0.56994,-0.17988,8.0466,0.0016535,-0.0039093
0.22,0.26934,0.20944,8.0886,0.014194,0.01299
0.22,0.29936,0.17954,8.0861,0.015782,0.010488
0.22,0.32941,0.14965,8.0823,0.016191,0.0076601
0.22,0.35948,0.11975,8.0776,0.015507,0.0050461
0.22,0.38955,0.089836,8.0724,0.014044,0.0029776
0.22,0.41961,0.059906,8.0673,0.012161,0.0014626
0.22,0.44967,0.029959,8.0625,0.010147,0.00035589
0.22,0.47973,-4.9323e-07,8.0582,0.0080706,-0.00049706
0.22,0.5098,-0.029971,8.0547,0.0059871,-0.0012132
0.22,0.17917,0.20908,8.1166,0.0070654,0.017888
0.22,0.17801,0.14966,8.1439,0.011327,0.024694
0.22,0.1782,0.17822,8.1329,0.0063328,0.020551
0.22,0.20933,0.23927,8.0974,0.010108,0.015941
0.22,0.23936,0.23937,8.0894,0.011783,0.014581
0.22,0.13388,0.11929,8.1753,-0.014926,0.057202
0.22,0.14873,0.13401,8.1565,0.0019769,0.036306
0.22,0.13397,0.13403,8.1677,-0.018803,0.042117
0.22,0.14886,0.14891,8.1487,7.3648e-05,0.026072
0.22,0.13394,0.14879,8.1585,-0.012281,0.02701
0.22,0.13695,0.092013,8.1835,0.052863,0.093657
0.22,0.13045,0.10104,8.183,0.0053147,0.076616
0.22,0.13493,0.074729,8.1807,0.16558,0.057538
0.22,0.12149,0.04527,8.1501,0.15017,-0.06602
0.22,0.1211,0.060222,8.0601,0.36269,0.11743
0.22,0.10603,0.030208,8.0065,-0.10796,0.16815
0.22,0.53986,-0.059948,8.0518,0.0039166,-0.0018433
0.22,0.56993,-0.08993,8.0498,0.0019038,-0.0024156
0.22,0.6,-0.11991,8.0485,0.00091497,-0.0029574
0.22,0.6,-0.1499,8.0474,0.00087348,-0.0034533
0.22,-0.1196,-0.29932,8.0958,-0.0041398,-0.012155
0.22,-0.14944,-0.26923,8.1011,-0.00482,-0.012847
0.22,-0.089745,-0.32942,8.0891,-0.0039863,-0.011991
0.22,-0.059853,-0.35949,8.0819,-0.0033156,-0.012202
0.22,-0.17914,-0.20909,8.1156,-0.0056017,-0.014272
0.22,-0.17929,-0.23918,8.1046,-0.0065488,-0.013724
0.22,-0.14833,-0.20816,8.1295,0.0034048,-0.011415
0.22,-0.11955,-0.1792,8.1452,0.014427,-0.0090781
0.22,-0.11982,-0.20809,8.136,0.010157,-0.0041504
0.22,-0.14817,-0.17948,8.1403,0.0073432,-0.013438
0.22,-0.10384,-0.17842,8.1498,0.021994,0.0019793
0.22,-0.10365,-0.16318,8.1637,0.039756,0.0022862
0.22,-0.088466,-0.16309,8.1678,0.048355,0.019031
0.22,-0.1189,-0.17855,8.1457,0.014801,-0.0090129
0.22,-0.11881,-0.1634,8.1544,0.023645,-0.012407
0.22,-0.074461,-0.16422,8.1696,0.054052,0.035777
0.22,-0.061185,-0.1532,8.1766,0.06334,0.066915
0.22,-0.029933,-0.38955,8.0748,-0.0023239,-0.011893
0.22,7.6435e-06,-0.41961,8.068,-0.0011225,-0.011065
0.22,0.029966,-0.44967,8.0621,9.1663e-05,-0.0096829
0.22,0.059938,-0.47974,8.0571,0.0011016,-0.0078562
0.22,0.089919,-0.5098,8.0531,0.0018871,-0.0058335
0.22,0.11991,-0.53987,8.0499,0.0024951,-0.0037854
0.22,0.17988,-0.56994,8.0464,0.0034914,-0.0017219
0.22,0.1499,-0.56993,8.0476,0.0029937,-0.0018196
0.22,-0.045633,-0.13715,8.1731,0.097531,0.11534
0.22,-0.045459,-0.1214,8.1449,0.14899,0.11719
0.22,-0.030299,-0.10598,7.5146,0.22453,0.23758
0.22,-0.015147,-0.090791,6.4895,0.24737,0.46845
0.22,-8.1046e-06,-0.075674,6.2774,0.22065,0.62218
0.22,0.01513,-0.060552,4.9404,0.32301,0.44102
0.22,0.030274,-0.04541,3.2328,0.3861,0.16652
0.22,0.045425,-0.030263,3.4566,0.079372,0.15383
0.22,0.06057,-0.015127,4.5104,-0.5568,0.47275
0.22,0.075696,-2.7464e-06,6.2001,-0.61636,0.26746
0.22,0.090821,0.01511,7.7577,-0.27278,0.12038
0.22,0.20987,-0.56994,8.045,0.0038772,-0.0016139
0.22,0.23985,-0.53989,8.0445,0.0043278,-0.0030023
0.22,0.26983,-0.50985,8.0444,0.004778,-0.0041222
0.22,0.29981,-0.47982,8.0444,0.0051935,-0.0049575
0.22,0.3298,-0.4498,8.0445,0.0055582,-0.0055291
0.22,0.35979,-0.41979,8.0446,0.0058058,-0.00584
0.22,0.38978,-0.38978,8.0446,0.0058901,-0.0059272
0.22,0.41979,-0.35979,8.0446,0.0057812,-0.0058405
0.22,0.4498,-0.3298,8.0446,0.0054341,-0.0056092
0.22,0.47982,-0.29982,8.0445,0.0048407,-0.0052975
0.22,0.50985,-0.26983,8.0445,0.0039854,-0.0049434
0.22,0.53989,-0.23985,8.0447,0.0028866,-0.0045761
0.22,0.56994,-0.20987,8.0452,0.0015539,-0.0042169
0.22,0.6,-0.17988,8.0462,0.00082338,-0.0038583
0.22,0.26941,0.23945,8.082,0.01251,0.013032
0.22,0.29941,0.20953,8.0806,0.014106,0.011246
0.22,0.32944,0.17962,8.0779,0.014841,0.0089593
0.22,0.35949,0.14971,8.0744,0.014647,0.0065844
0.22,0.38955,0.11979,8.0702,0.013648,0.0044657
0.22,0.41961,0.089864,8.066,0.012068,0.0027559
0.22,0.44967,0.059921,8.0618,0.010189,0.0014401
0.22,0.47973,0.029965,8.058,0.0081701,0.00042533
0.22,0.5098,-1.5848e-07,8.0548,0.0060918,-0.00039796
0.22,0.53986,-0.029974,8.0523,0.0040097,-0.0011151
0.22,0.149,0.17883,8.1448,-0.0042291,0.021198
0.22,0.14919,0.20895,8.1305,-0.0017541,0.016114
0.22,0.17932,0.23918,8.1056,0.0072842,0.016599
0.22,0.148,0.14943,8.1488,-0.00049479,0.025735
0.22,0.14886,0.1496,8.1485,3.4007e-05,0.025807
0.22,0.20944,0.26934,8.0886,0.0092575,0.015151
0.22,0.23946,0.26941,8.082,0.010498,0.014021
0.22,0.11926,0.13393,8.176,-0.042675,0.037296
0.22,0.11658,0.11677,8.1813,-0.0474,0.059692
0.22,0.119,0.14845,8.1617,-0.02522,0.023104
0.22,0.12418,0.10865,8.1799,-0.028355,0.094811
0.22,0.12051,0.090266,8.1376,0.045316,0.16376
0.22,0.12048,0.075114,8.0522,0.23346,0.21199
0.22,0.1061,0.045275,8.0067,0.29278,0.33402
0.22,0.10591,0.060303,7.8768,0.44008,0.43395
0.22,0.090864,0.030216,7.9547,0.05542,0.2494
0.22,0.56993,-0.059952,8.0505,0.0019644,-0.0017635
0.22,0.6,-0.089933,8.0493,0.00095308,-0.0023811
0.22,-0.11968,-0.32941,8.0857,-0.0046667,-0.01236
0.22,-0.14954,-0.29933,8.0908,-0.0054904,-0.012916
0.22,-0.17941,-0.26928,8.0945,-0.0069673,-0.01346
0.22,-0.089789,-0.35948,8.0799,-0.0039633,-0.012026
0.22,-0.059876,-0.38955,8.0737,-0.0030308,-0.011585
0.22,-0.17898,-0.17902,8.1312,-0.0041142,-0.016356
0.22,-0.14896,-0.17885,8.1404,0.0073024,-0.013646
0.22,-0.20918,-0.20922,8.1058,-0.0096562,-0.013987
0.22,-0.2093,-0.23928,8.0965,-0.0091752,-0.013667
0.22,-0.11945,-0.17768,8.1458,0.014809,-0.0093005
0.22,-0.14824,-0.17884,8.1405,0.0074484,-0.013542
0.22,-0.14807,-0.17795,8.1408,0.0077249,-0.013661
0.22,-0.082885,-0.14269,8.1755,0.068934,0.020806
0.22,-0.10356,-0.148,8.1711,0.057295,-0.0017069
0.22,-0.1189,-0.1485,8.1588,0.030032,-0.013993
0.22,-0.073331,-0.1478,8.1774,0.074469,0.04404
0.22,-0.060232,-0.1364,8.173,0.092996,0.085093
0.22,-0.029943,-0.41961,8.0677,-0.0019737,-0.010725
0.22,7.7226e-06,-0.44967,8.0623,-0.00085066,-0.0094749
0.22,0.029972,-0.47973,8.0576,0.00019433,-0.0078253
0.22,0.059947,-0.5098,8.0538,0.0010748,-0.0059029
0.22,0.089928,-0.53987,8.0509,0.0017936,-0.0038884
0.22,0.11991,-0.56993,8.0486,0.002402,-0.0018915
0.22,0.17989,-0.6,8.046,0.0034401,-0.00085833
0.22,0.1499,-0.6,8.0472,0.0029487,-0.00090713
0.22,-0.060333,-0.12104,8.1598,0.12214,0.09176
0.22,-0.045389,-0.10604,7.7198,0.21935,0.10977
0.22,-0.030273,-0.090826,6.3432,0.42489,0.29549
0.22,-0.015141,-0.075678,5.5238,0.39293,0.62745
0.22,-5.6751e-06,-0.060552,4.8964,0.44697,0.71607
0.22,0.015136,-0.045418,3.2907,0.64482,0.47699
0.22,0.030284,-0.030274,2.2374,0.38888,0.25423
0.22,0.045433,-0.015131,3.197,-0.28151,0.46509
0.22,0.060571,4.684e-07,4.7565,-0.68771,0.51445
0.22,0.075703,0.015118,6.7469,-0.33093,0.12517
0.22,0.20987,-0.6,8.0447,0.0038163,-0.00080173
0.22,0.23986,-0.56994,8.0436,0.0041486,-0.0015034
0.22,0.26985,-0.5399,8.043,0.0044789,-0.0027631
0.22,0.29983,-0.50986,8.0427,0.0047876,-0.0037602
0.22,0.32982,-0.47984,8.0426,0.005051,-0.0044946
0.22,0.35981,-0.44982,8.0425,0.0052529,-0.004999
0.22,0.38981,-0.41981,8.0425,0.0053111,-0.0052655
0.22,0.41981,-0.38981,8.0426,0.0052177,-0.0053594
0.22,0.44982,-0.35981,8.0426,0.0049236,-0.0052994
0.22,0.47984,-0.32982,8.0427,0.0044111,-0.0051388
0.22,0.50986,-0.29983,8.0428,0.003658,-0.0049166
0.22,0.5399,-0.26985,8.0431,0.0026667,-0.0046694
0.22,0.56994,-0.23986,8.0438,0.0014456,-0.0044166
0.22,0.6,-0.20987,8.0449,0.00077261,-0.0041605
0.22,0.26949,0.26949,8.0756,0.011061,0.012678
0.22,0.29947,0.23953,8.0751,0.012523,0.011474
0.22,0.32948,0.2096,8.0734,0.013418,0.0097212
0.22,0.35951,0.17968,8.0708,0.013556,0.0077007
0.22,0.38956,0.14976,8.0677,0.012944,0.0057133
0.22,0.41962,0.11983,8.0642,0.01172,0.003976
0.22,0.44968,0.089885,8.0607,0.010062,0.0025308
0.22,0.47974,0.059933,8.0574,0.0081694,0.0013841
0.22,0.5098,0.02997,8.0547,0.0061435,0.00045372
0.22,0.53986,9.2652e-08,8.0524,0.0040729,-0.00034073
0.22,0.56993,-0.029975,8.0509,0.002009,-0.0010559
0.22,0.14934,0.2391,8.1137,0.003171,0.015732
0.22,0.14822,0.17945,8.1445,-0.0043235,0.020894
0.22,0.14838,0.20815,8.1309,-0.0019909,0.016026
0.22,0.17944,0.26927,8.0954,0.00729,0.015732
0.22,0.1039,0.14779,8.1771,-0.055963,0.01267
0.22,0.11895,0.16332,8.1579,-0.021329,0.020868
0.22,0.1039,0.16303,8.1677,-0.039189,0.0068536
0.22,0.11902,0.17849,8.1469,-0.013364,0.014573
0.22,0.10401,0.17832,8.1545,-0.022316,0.0053017
0.22,0.20953,0.29941,8.0806,0.0084153,0.014229
0.22,0.23954,0.29947,8.0751,0.0093467,0.013232
0.22,0.10881,0.12404,8.1855,-0.089011,0.052733
0.22,0.10131,0.13024,8.1843,-0.06729,0.021593
0.22,0.1057,0.090527,8.0091,-0.083485,0.21458
0.22,0.10599,0.10589,8.1535,-0.11856,0.087826
0.22,0.10567,0.075342,7.8271,0.1751,0.3973
0.22,0.090865,0.045303,8.008,0.37682,0.38199
0.22,0.090765,0.060375,7.7792,0.39205,0.35234
0.22,0.075711,0.030232,7.0792,0.079955,0.10735
0.22,0.6,-0.059954,8.05,0.00098467,-0.0017359
0.22,-0.11973,-0.35948,8.0771,-0.0047026,-0.011982
0.22,-0.14963,-0.32942,8.0817,-0.0056804,-0.012539
0.22,-0.17951,-0.29936,8.0855,-0.0069601,-0.013037
0.22,-0.20941,-0.26934,8.0878,-0.0087153,-0.013231
0.22,-0.089823,-0.38955,8.072,-0.0037489,-0.011329
0.22,-0.059895,-0.41961,8.0669,-0.0027413,-0.010445
0.22,-0.20905,-0.17919,8.1155,-0.010657,-0.014279
0.22,-0.14959,-0.17806,8.1404,0.0069131,-0.013828
0.22,-0.17817,-0.17822,8.1316,-0.0039626,-0.016386
0.22,-0.23924,-0.20933,8.0965,-0.011951,-0.012806
0.22,-0.23934,-0.23937,8.0886,-0.010814,-0.012764
0.22,-0.13392,-0.14879,8.154,0.015359,-0.018312
0.22,-0.134,-0.13399,8.1631,0.022425,-0.033042
0.22,-0.11925,-0.13392,8.1704,0.04582,-0.02628
0.22,-0.14886,-0.14889,8.1473,0.0028731,-0.020684
0.22,-0.14877,-0.13395,8.153,0.0026265,-0.028998
0.22,-0.10116,-0.13035,8.1768,0.06932,-0.010072
0.22,-0.092075,-0.13692,8.1796,0.090678,0.020674
0.22,-0.07486,-0.13485,8.1766,0.10052,0.057547
0.22,-0.029951,-0.44967,8.062,-0.0016936,-0.0092367
0.22,7.7221e-06,-0.47973,8.0578,-0.00066929,-0.0077015
0.22,0.029977,-0.5098,8.0543,0.00024826,-0.0058997
0.22,0.059953,-0.53986,8.0516,0.0010446,-0.0039385
0.22,0.089934,-0.56993,8.0495,0.001735,-0.0019426
0.22,0.11992,-0.6,8.0482,0.0023685,-0.00094161
0.22,-0.07523,-0.12041,8.1674,0.13346,0.062462
0.22,-0.0604,-0.10585,7.9812,0.14763,0.093312
0.22,-0.045373,-0.090822,6.7379,0.43395,0.073968
0.22,-0.030267,-0.075682,5.487,0.48922,0.30665
0.22,-0.015141,-0.060551,4.67,0.43641,0.61601
0.22,-3.8072e-06,-0.04542,3.4908,0.64874,0.59357
0.22,0.015142,-0.03028,2.0807,0.64387,0.39495
0.22,0.030291,-0.015136,1.8678,0.081392,0.41536
0.22,0.045435,2.5022e-06,3.2447,-0.53628,0.68243
0.22,0.060571,0.015128,4.8712,-0.44974,0.41008
0.22,0.23987,-0.6,8.0433,0.0040844,-0.0007484
0.22,0.26986,-0.56995,8.0422,0.0042979,-0.0013847
0.22,0.29985,-0.53991,8.0415,0.0045026,-0.0025264
0.22,0.32984,-0.50988,8.0411,0.0046665,-0.0034126
0.22,0.35983,-0.47985,8.0409,0.0047925,-0.0040765
0.22,0.38983,-0.44984,8.0408,0.004821,-0.0045162
0.22,0.41983,-0.41983,8.0408,0.0047193,-0.0047691
0.22,0.44984,-0.38983,8.0408,0.0044602,-0.0048764
0.22,0.47985,-0.35983,8.0409,0.0040043,-0.0048617
0.22,0.50987,-0.32984,8.0412,0.0033417,-0.004777
0.22,0.53991,-0.29985,8.0416,0.0024525,-0.0046517
0.22,0.56995,-0.26986,8.0423,0.001335,-0.0045112
0.22,0.6,-0.23987,8.0435,0.00071992,-0.0043624
0.22,0.26956,0.29953,8.0698,0.0097911,0.01206
0.22,0.29953,0.26956,8.0698,0.011089,0.011293
0.22,0.32953,0.2396,8.0689,0.012015,0.010036
0.22,0.35954,0.20967,8.0671,0.012368,0.0084135
0.22,0.38958,0.17973,8.0648,0.01206,0.0066664
0.22,0.41963,0.1498,8.0621,0.011154,0.0050115
0.22,0.44968,0.11985,8.0592,0.0097677,0.0035563
0.22,0.47974,0.089902,8.0565,0.0080404,0.0023246
0.22,0.5098,0.059942,8.0542,0.0061251,0.0013197
0.22,0.53986,0.029974,8.0523,0.0040976,0.00045897
0.22,0.56993,2.602e-07,8.051,0.0020382,-0.00030834
0.22,0.6,-0.029976,8.0504,0.0010056,-0.0010358
0.22,0.11925,0.20885,8.1399,-0.0097951,0.010763
0.22,0.11942,0.23907,8.1251,-0.0021108,0.010483
0.22,0.14947,0.26922,8.102,0.0047876,0.015405
0.22,0.11819,0.17902,8.1468,-0.013525,0.014203
0.22,0.11903,0.17918,8.1466,-0.01317,0.014469
0.22,0.17954,0.29936,8.0862,0.0070069,0.014848
0.22,0.088881,0.16284,8.1733,-0.048979,-0.010514
0.22,0.083893,0.14208,8.1834,-0.069412,-0.010595
0.22,0.089164,0.1785,8.156,-0.026491,-0.0024261
0.22,0.2096,0.32948,8.0734,0.0076276,0.013136
0.22,0.23961,0.32952,8.0688,0.0083126,0.01224
0.22,0.091897,0.13704,8.1891,-0.090453,-0.010397
0.22,0.090296,0.12048,8.1847,-0.13054,0.0091206
0.22,0.090583,0.10566,8.1475,-0.21789,-0.001936
0.22,0.090607,0.090575,7.9908,-0.29625,0.036175
0.22,0.090647,0.075456,7.7024,-0.016855,0.19436
0.22,0.075692,0.045337,7.5677,0.33197,0.16749
0.22,0.075631,0.060435,7.6282,0.21917,0.1038
0.22,0.060566,0.030251,5.0727,-0.052939,0.2425
0.22,-0.11978,-0.38955,8.0698,-0.004462,-0.011091
0.22,-0.14969,-0.35949,8.0739,-0.0055135,-0.01181
0.22,-0.17959,-0.32944,8.0774,-0.0066983,-0.012362
0.22,-0.2095,-0.29941,8.0799,-0.00817,-0.012668
0.22,-0.23943,-0.26942,8.0813,-0.0098715,-0.012435
0.22,-0.089851,-0.41961,8.0655,-0.0034595,-0.010161
0.22,-0.05991,-0.44967,8.0614,-0.0024587,-0.0089986
